# x f(x) derivative
-1.32 -2.29997 5.2272
-1.315 -2.27393 5.18768
-1.31 -2.24809 5.1483
-1.305 -2.22245 5.10908
-1.3 -2.197 5.07
-1.295 -2.17175 5.03108
-1.29 -2.14669 4.9923
-1.285 -2.12182 4.95368
-1.28 -2.09715 4.9152
-1.275 -2.07267 4.87688
-1.27 -2.04838 4.8387
-1.265 -2.02428 4.80068
-1.26 -2.00038 4.7628
-1.255 -1.97666 4.72508
-1.25 -1.95313 4.6875
-1.245 -1.92978 4.65008
-1.24 -1.90662 4.6128
-1.235 -1.88365 4.57568
-1.23 -1.86087 4.5387
-1.225 -1.83827 4.50188
-1.22 -1.81585 4.4652
-1.215 -1.79361 4.42868
-1.21 -1.77156 4.3923
-1.205 -1.74969 4.35608
-1.2 -1.728 4.32
-1.195 -1.70649 4.28408
-1.19 -1.68516 4.2483
-1.185 -1.66401 4.21268
-1.18 -1.64303 4.1772
-1.175 -1.62223 4.14188
-1.17 -1.60161 4.1067
-1.165 -1.58117 4.07168
-1.16 -1.5609 4.0368
-1.155 -1.5408 4.00208
-1.15 -1.52088 3.9675
-1.145 -1.50112 3.93308
-1.14 -1.48154 3.8988
-1.135 -1.46214 3.86468
-1.13 -1.4429 3.8307
-1.125 -1.42383 3.79688
-1.12 -1.40493 3.7632
-1.115 -1.3862 3.72968
-1.11 -1.36763 3.6963
-1.105 -1.34923 3.66308
-1.1 -1.331 3.63
-1.095 -1.31293 3.59708
-1.09 -1.29503 3.5643
-1.085 -1.27729 3.53168
-1.08 -1.25971 3.4992
-1.075 -1.2423 3.46688
-1.07 -1.22504 3.4347
-1.065 -1.20795 3.40268
-1.06 -1.19102 3.3708
-1.055 -1.17424 3.33908
-1.05 -1.15763 3.3075
-1.045 -1.14117 3.27608
-1.04 -1.12486 3.2448
-1.035 -1.10872 3.21368
-1.03 -1.09273 3.1827
-1.025 -1.07689 3.15188
-1.02 -1.06121 3.1212
-1.015 -1.04568 3.09068
-1.01 -1.0303 3.0603
-1.005 -1.01508 3.03008
-1 -1 3
